image,text
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-2965260.jpeg,a man working on a large metal object
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-3009799.jpeg,a man in a wheelchair
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-313773.jpeg,a man is working on a piece of wood
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-313776.jpeg,a man working on a table in a workshop
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-3186949.jpeg,a man in a welding shop
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-3250709.jpeg,a man in a hard hat and yellow pants
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-3361230.jpeg,a man in a factory working on a piece of metal
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-3361235.jpeg,a man in a factory working on a piece of metal
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-3377214.jpeg,a group of people working on a train track
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-3377222.jpeg,two men working on a train on a bridge
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-3377223.jpeg,a group of men working on a train track
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-3562325.jpeg,a man wearing a mask and cutting a cake
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-3592362.jpeg,a man in a yellow shirt is working on a street light
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-3609139.jpeg,a man is climbing on a scaf
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-3680959.jpeg,two men in construction area
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-3822958.jpeg,a man standing next to a military vehicle
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-3823190.jpeg,a man in a workshop
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-3823200.jpeg,a man working on a car in a garage
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-3823218.jpeg,a man working on a motorcycle
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-3823220.jpeg,a man in a black jacket
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-3823225.jpeg,a man standing in a boat factory
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-3823415.jpeg,a man working on a laptop
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-3825413.jpeg,a man in a lab coat and gloves is working on a microscope
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-3825434.jpeg,a woman in a lab coat and blue gloves holding a pipe
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-3825435.jpeg,a man in a lab coat and gloves holding a pipe
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-3831159.jpeg,a man in a hard hat holding a piece of paper
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-3840447.jpeg,a large ship in the water
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-3846012.jpeg,a man in a black shirt
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-3846020.jpeg,a person is using a machine to check the amount of a piece of paper
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-3846033.jpeg,a woman in a gray jacket
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-3846042.jpeg,a man working on a machine in a factory
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-3846086.jpeg,a machine is in a workshop with a lot of tools
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-3846440.jpeg,a man wearing a black shirt
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-3846459.jpeg,a man in a black shirt and red gloves working on a piece of metal
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-3846508.jpeg,a man in a black shirt holding a red glove
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-3846529.jpeg,a man in a black shirt
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-3846544.jpeg,a man in a black shirt and red gloves
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-3846548.jpeg,a man in a factory
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-3846554.jpeg,a laptop computer sitting on a workben
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-3846559.jpeg,a man working on a machine in a factory
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-3848899.jpeg,a man walking in a large warehouse with a train
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-3855220.jpeg,a man standing in a garage looking at his cell
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-3855336.jpeg,a man working on a piece of wood
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-3855341.jpeg,a man working in a workshop
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-3855342.jpeg,a man working on a piece of wood
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-3855343.jpeg,a man working on a piece of wood
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-3856037.jpeg,a group of people sitting around a table
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-3856086.jpeg,a man standing in a boat yard using a laptop
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-3856090.jpeg,a man standing next to a boat in a marina
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-3856118.jpeg,a man in a black jacket
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-3856119.jpeg,a man in a black sweater
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-3858814.jpeg,a man in a black jacket
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-3862129.jpeg,a factory with a lot of cars on the floor
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-3862632.jpeg,a woman working on a laptop in a factory
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-3869173.jpeg,two women in a kitchen preparing food
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-3869180.jpeg,a woman in a white coat holding a bowl of food
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-3869187.jpeg,a person in white gloves is putting a bowl of food
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-3872380.jpeg,a woman is working on a piece of furniture
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-3877440.png,a man is cooking a meal in a forest
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-3926851.jpeg,a man working on a piece of metal
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-3928260.jpeg,a woman is smiling while filling a glass
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-3930972.jpeg,a man sitting on a suitcase with a bottle of water
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-3931006.jpeg,a man wearing a white shirt
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-3931131.jpeg,a man wearing a hard hat and overalls
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-3931391.jpeg,a man sitting at a table with a laptop
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-3931399.jpeg,a man sitting at a table
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-3931507.jpeg,a group of people sitting around a table
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-3931511.jpeg,a group of people sitting at a table with a laptop
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-3931596.jpeg,a man holding a red apple
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-3931602.jpeg,a man sitting at a desk with a tablet
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-3931636.jpeg,a man sitting in a chair holding a cell
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-3932227.jpeg,a man in a white shirt
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-3932231.jpeg,a man in a white shirt
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-3932233.jpeg,a man wearing a white shirt
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-3932239.jpeg,a man standing over a table with a man looking at a piece of paper
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-3932291.jpeg,a man wearing a hard hat and overalls
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-3957986.jpeg,a group of people wearing masks in a room
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-3957989.jpeg,a man and woman wearing face masks and holding up a picture
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-3957992.jpeg,a group of people wearing masks to protect themselves
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-3957993.jpeg,a man and woman wearing masks and taking a self
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-3965556.jpeg,a room with a bunch of shoes and a plant
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-3966265.jpeg,a man in a pink shirt
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-3966266.jpeg,a woman standing in front of a large metal object
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-3966267.jpeg,a man with a beard and a pink shirt
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-3966269.jpeg,a man with a beard
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-3966270.jpeg,a little girl holding a piece of bro
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-3966272.jpeg,a woman in a pink sweater
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-3966275.jpeg,a young girl reading a book
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-3966550.jpeg,a man with a backpack looking at a drawer
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-3966551.jpeg,a man with a beard is looking at a printer
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-3992950.jpeg,a man in a green hat
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-3993308.jpeg,a barber chair with a hair dryer and a hair dryer
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-3993309.jpeg,a barber chair with a mirror and a hair dryer
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-3997249.jpeg,a person is working on a piece of metal
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4008391.jpeg,a man walking down a sidewalk with a bag
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4021779.jpeg,a man in a green scrub suit with a stel
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4021796.jpeg,a doctor holding a jar of pills
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4021798.jpeg,a person in a green scrub suit
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4021800.jpeg,a man in a green scrub suit holding a bowl of pills
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4021801.jpeg,a doctor holding two pills in his hands
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4021806.jpeg,a man in a green shirt holding a bowl of pills
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4021809.jpeg,a person in a green shirt holding a handful of coins
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4021810.jpeg,a nurse holding a handful of coins
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4021811.jpeg,a man in a green scrub suit holding a small piece of food
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4021813.jpeg,a person in a green shirt holding a bowl of pills
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4021816.jpeg,a man holding a glass jar filled with pills
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4021817.jpeg,a man and woman holding hands over a tablet
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4021818.jpeg,a person in a green shirt holding a small piece of food
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4021819.jpeg,a man holding a glass jar filled with white pills
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4021820.jpeg,a person holding a handful of marijuana
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4022018.jpeg,a man sitting on a bed with a laptop
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4022019.jpeg,a man sitting on a chair
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4022022.jpeg,a man sitting on a chair with a laptop
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4022052.jpeg,a man sitting on a bed
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4025501.jpeg,a man welding a piece of metal
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4031523.jpeg,a woman wearing a mask and glasses looking through a microscope
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4031525.jpeg,two people in lab coats looking through microscopes
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4047436.jpeg,a boy sitting on a couch
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4047666.jpeg,a woman sitting on a couch using a laptop
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4047667.jpeg,a woman sitting on a couch using a laptop
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4050194.jpeg,a woman sitting at a table with a laptop
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4050216.jpeg,a woman sitting at a table with a laptop
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4050220.jpeg,a woman sitting at a table with a laptop
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4050310.jpeg,a woman sitting at a desk with a laptop and a cup of coffee
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4050312.jpeg,a person typing on a laptop
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4050315.jpeg,a woman sitting at a table with a laptop
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4050319.jpeg,a person is typing on a laptop
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4050363.jpeg,a woman sitting on the floor using a laptop
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4050367.jpeg,a woman sitting on a couch with a laptop and a cup of coffee
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4050426.jpeg,a woman sitting at a table with a laptop
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4050436.jpeg,a woman sitting at a table with a laptop
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4050437.jpeg,a woman sitting at a table with a laptop
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4050441.jpeg,a man sitting at a table with a laptop and a notebook
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4050442.jpeg,a woman sitting on the floor using a laptop
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4050443.jpeg,a woman sitting on a couch using a laptop
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4050463.jpeg,a person is sitting in a kitchen with a coffee machine
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4070450.jpeg,a train moving through a tunnel of trees
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4082524.jpeg,a tall building with a clock on top
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4090602.jpeg,a hand picking cher from a tree
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4098577.jpeg,a person in a white protective suit and blue gloves
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4106857.jpeg,a group of pigeons
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4108206.jpeg,a person holding a cell phone with a text on it
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4112938.jpeg,a boat docked in a harbor with a city in the background
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4114951.jpeg,a man is taking a picture of himself
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4118545.jpeg,a man holding a pair of scissors in his hands
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4119874.jpeg,a man in a boat on a lake surrounded by trees
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4126805.jpeg,a woman sitting on the floor using a laptop
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4126810.jpeg,a woman sitting on the floor with a laptop
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4126811.jpeg,a woman sitting on the floor with a laptop
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4126901.jpeg,a woman with a mask on her face and a laptop
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4130210.jpeg,a man sitting in a chair with a laptop
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4132425.jpeg,a woman sitting on a couch using a laptop
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4132427.jpeg,a woman sitting on a couch with a laptop and a cup
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4132430.jpeg,a woman sitting on the floor while talking on her cell
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4132431.jpeg,two women sitting at a table with laptops
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4132432.jpeg,a woman laying on a couch while talking on a cell
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4132433.jpeg,two women sitting on a couch
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4132434.jpeg,a woman sitting on a couch
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4132436.jpeg,a woman sitting on a couch using a laptop
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4132437.jpeg,a person is using a laptop computer
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4132439.jpeg,a person is using a laptop computer
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4132440.jpeg,a woman and a child are sitting at a table with laptops
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4132651.jpeg,a woman in a coat and sunglasses standing next to a yellow and black sign
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4134382.jpeg,a man is working on a construction site
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4135926.jpeg,two men working on a wooden deck
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4178801.jpeg,a clear blue sky
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4199397.jpeg,a woman in a gray jacket
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4199487.jpeg,a man and a woman are looking at a cell
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4199523.jpeg,a man and woman are standing at a counter
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4227090.jpeg,a young female doctor in white coat and glasses holding a pill pill
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4227112.jpeg,a female doctor in a white coat and mask
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4239007.jpeg,a person wearing yellow gloves and yellow gloves
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4239123.jpeg,a person in yellow gloves cleaning a sink
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4239127.jpeg,a person in yellow gloves holding a tissue
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4248912.jpeg,a woman is cleaning up the street with a bucket
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4254157.jpeg,a man wearing a hard hat
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4254158.jpeg,two men standing in front of a solar panel
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4254159.jpeg,a woman in a hard hat is sitting on a roof
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4254160.jpeg,a man and a woman standing in front of solar panels
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4254161.jpeg,two men in hard hats and safety vests are working on a solar panel
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4254162.jpeg,two men in hard hats and safety vests working on solar panels
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4254163.jpeg,a man in a hard hat is standing on a roof
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4254164.jpeg,a man in a hard hat and safety vest working on a solar panel
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4254165.jpeg,a man in a hard hat and safety vest working on a solar panel
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4254166.jpeg,two men in hard hats and safety vests looking at solar panels
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4254167.jpeg,two men standing on a roof with solar panels
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4254168.jpeg,a man in a hard hat and safety vest working on solar panels
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4254169.jpeg,two men in hard hats and hard hats standing next to a solar panel
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4254170.jpeg,a man in a hard hat standing next to a solar panel
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4254171.jpeg,a man in a hard hat and safety vest working on a solar panel
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4254172.jpeg,a man standing next to a solar panel
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4254891.jpeg,a group of people are walking up the stairs
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4254894.jpeg,a man walking down a sidewalk next to a fence
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4263066.jpeg,a person sitting in a chair looking at a small plane
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4263067.jpeg,a man is working on a wood floor
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4269517.jpeg,a man sitting in the cockpit of a plane
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4271641.jpeg,a man is grinding a piece of metal
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4271642.jpeg,a man is using a grinder to grind a piece of metal
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4276427.jpeg,a construction worker is working on a building
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4299424.jpeg,a person in blue gloves holding a sy
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4311990.jpeg,a crane is lifting a large red container
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4315558.jpeg,a man using a grinder to grind a piece of metal
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4315565.jpeg,a man holding a chainsaw
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4315566.jpeg,a man holding a chainsaw in his hands
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4325328.jpeg,a man is using a snow blower to clear the snow
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-4330056.jpeg,a man standing in front of a display of sausages
